number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
103,0.8245000000000001,2025-11-05 19:14:33.075464,2025-11-05 19:14:55.391317,0 days 00:00:22.315853,0.8622570977782035,2.7786305371510203,0.020290443731005553,0,4,14,750,1.4567285510855115,1.0002760276856755,1.1834578595699288,0.8077453914392646,COMPLETE
104,0.8241249999999999,2025-11-05 19:14:56.088106,2025-11-05 19:15:17.949633,0 days 00:00:21.861527,0.8623779184946463,2.774258642531027,0.020408053400790323,0,4,19,750,1.4497784103525115,1.0138204842251914,1.1439299830286311,0.806314663479623,COMPLETE
105,0.8241249999999999,2025-11-05 19:15:18.645918,2025-11-05 19:15:39.781436,0 days 00:00:21.135518,0.8941120875776315,2.2072964093908993,0.023135089262963072,0,4,14,700,1.9488633704551899,1.2478794823545014,1.180581063144462,0.815580694285387,COMPLETE
106,0.8251250000000001,2025-11-05 19:15:40.477731,2025-11-05 19:16:02.855881,0 days 00:00:22.378150,0.8602371055992908,3.154444323892786,0.01912061862255189,0,4,12,750,1.2954837251675388,1.4467245665739494,1.19668797406553,0.7729586510191767,COMPLETE
107,0.8225,2025-11-05 19:16:03.559355,2025-11-05 19:16:27.176527,0 days 00:00:23.617172,0.8321832846935101,3.182911735943995,0.019056752698613573,0,4,12,800,1.3149222953208535,1.4823579648668308,1.1980721159236682,0.8351154729268548,COMPLETE
108,0.823625,2025-11-05 19:16:27.890626,2025-11-05 19:16:49.647879,0 days 00:00:21.757253,0.8809264920074501,2.4238020642330533,0.017780415955648343,0,4,8,700,1.3919543371566507,1.3002430879286246,1.2265113334334548,0.7920519440553959,COMPLETE
109,0.8242499999999999,2025-11-05 19:16:50.444638,2025-11-05 19:17:12.706991,0 days 00:00:22.262353,0.8542992478455472,3.0466889612036208,0.021138874961711785,0,4,15,750,2.0275109132482267,1.5764536432898402,1.1303542924121004,0.7710437033095998,COMPLETE
110,0.8238749999999999,2025-11-05 19:17:13.405913,2025-11-05 19:17:37.248262,0 days 00:00:23.842349,0.6645784704994995,2.6514071079830157,0.01946416401697617,0,4,17,800,1.6844527320727511,1.1969904009119243,1.152363552596528,0.7993038514851842,COMPLETE
111,0.8251249999999999,2025-11-05 19:17:38.074492,2025-11-05 19:18:01.742147,0 days 00:00:23.667655,0.8650757650494421,2.490365562692286,0.022350404060928836,0,4,13,750,1.5970765941981406,1.1002618511000244,1.1700332426628437,0.8093769884718995,COMPLETE
112,0.823625,2025-11-05 19:18:02.515490,2025-11-05 19:18:25.333913,0 days 00:00:22.818423,0.8466702537969616,2.5059928568270697,0.02236247459108406,0,4,13,750,1.2567645104715637,1.11419161004389,1.096292906777929,0.8515691234300695,COMPLETE
113,0.825375,2025-11-05 19:18:26.107056,2025-11-05 19:18:47.584853,0 days 00:00:21.477797,0.9052249961093229,3.3976958692677366,0.022927429545993187,0,4,18,700,1.597213024920796,1.4626813915307093,1.164303896405678,0.8200519021543425,COMPLETE
114,0.8256249999999999,2025-11-05 19:18:48.341821,2025-11-05 19:19:09.287595,0 days 00:00:20.945774,0.9016012845378969,3.304142410969427,0.0256551657417468,0,4,18,700,1.5027821764749747,1.2005492616731117,1.1645026971128736,0.8180819644448185,COMPLETE
115,0.8248749999999999,2025-11-05 19:19:10.106298,2025-11-05 19:19:31.187553,0 days 00:00:21.081255,0.9072866704002462,3.2917718437470875,0.026118842607407624,0,4,18,700,1.523094731994663,1.0947689721253153,1.165622252136022,0.8226086648366108,COMPLETE
116,0.8233749999999999,2025-11-05 19:19:31.960296,2025-11-05 19:19:52.976737,0 days 00:00:21.016441,0.9086213667306,3.2596125533191485,0.02601107191167134,0,4,18,700,1.600236156392403,1.098658988405684,1.169300008806838,0.8197566366591631,COMPLETE
117,0.8247500000000001,2025-11-05 19:19:53.725166,2025-11-05 19:20:14.466047,0 days 00:00:20.740881,0.896564347633748,3.293992924344352,0.024542249798039095,0,4,20,700,1.5069713020222777,1.278615065071135,1.1225088009706041,0.8293076571113126,COMPLETE
118,0.8158750000000001,2025-11-05 19:20:15.215336,2025-11-05 19:20:22.745433,0 days 00:00:07.530097,0.8850592643575327,3.3356005752288396,0.023808002714713707,0,4,17,200,1.8718683605341262,1.1978448545996336,1.1645132546375403,0.81417326626584,PRUNED
119,0.8248750000000001,2025-11-05 19:20:23.488996,2025-11-05 19:20:44.394015,0 days 00:00:20.905019,0.8737721281416542,3.418246725913341,0.022782381932366896,0,4,18,700,1.6626265720343922,1.3520172338390646,1.134653512012813,0.7918809075196003,COMPLETE
120,0.8233750000000001,2025-11-05 19:20:45.169276,2025-11-05 19:21:06.554907,0 days 00:00:21.385631,0.9149796479105237,3.4383186149388933,0.021270581362975965,0,4,21,700,1.643339838134216,1.427269686085784,1.1395294959598372,0.7925915265521795,COMPLETE
121,0.8238749999999999,2025-11-05 19:21:07.338218,2025-11-05 19:21:30.128270,0 days 00:00:22.790052,0.8730970839116684,3.0901796604151888,0.022835002176206733,0,4,18,750,1.799580628800323,1.3310265918150608,1.176371370630246,0.7783096445929398,COMPLETE
122,0.8244999999999999,2025-11-05 19:21:30.911776,2025-11-05 19:21:51.779504,0 days 00:00:20.867728,0.8706837790292483,2.9277737787529174,0.02544993216716043,0,4,16,700,1.705851139917716,1.0932511517146897,1.1155722094196903,0.8244414325201752,COMPLETE
123,0.825375,2025-11-05 19:21:52.557041,2025-11-05 19:22:13.723788,0 days 00:00:21.166747,0.8844250849422858,3.4211039707417354,0.02336026330576657,0,4,16,700,1.506296013151404,1.2058056063727653,1.1920271010825136,0.8009232141075489,COMPLETE
124,0.8233750000000001,2025-11-05 19:22:14.504573,2025-11-05 19:22:35.668796,0 days 00:00:21.164223,0.9005840287279098,3.450679597895948,0.023986456290889392,0,4,20,700,1.518808218501559,1.530685611093066,1.1950597433398438,0.7856512686523182,COMPLETE
125,0.825375,2025-11-05 19:22:36.442738,2025-11-05 19:22:58.731317,0 days 00:00:22.288579,0.8880669971469186,3.1807757860798818,0.021764475539203017,0,4,15,700,1.387827466261679,1.713294374954704,1.2057024674566865,0.800185090137261,COMPLETE
126,0.8240000000000001,2025-11-05 19:22:59.514278,2025-11-05 19:23:20.178382,0 days 00:00:20.664104,0.8867498957262645,3.616478138008504,0.027087889391662325,0,4,15,700,1.3766634654198016,1.7412324677857087,1.2019146768263298,0.7643126541181119,COMPLETE
127,0.8255000000000001,2025-11-05 19:23:20.951681,2025-11-05 19:23:41.581624,0 days 00:00:20.629943,0.9092024634551296,3.195365177221964,0.021828442119196798,0,4,19,650,1.271639101757696,1.367742907853836,1.1861233477809048,0.7999264698706009,COMPLETE
128,0.8243750000000001,2025-11-05 19:23:42.343570,2025-11-05 19:24:05.494073,0 days 00:00:23.150503,0.9304133762002879,3.170266090080254,0.021771815324480817,0,4,19,750,1.289077657102995,1.6637412861796848,1.2211647413992905,0.7949352248545412,COMPLETE
129,0.825375,2025-11-05 19:24:06.253331,2025-11-05 19:24:26.411097,0 days 00:00:20.157766,0.8907874608654544,3.384436486081533,0.02220718773725548,0,4,16,650,1.1110875141712404,1.8510438684846127,1.1869465639840262,0.7738556199115163,COMPLETE
130,0.8256249999999999,2025-11-05 19:24:27.177477,2025-11-05 19:24:47.236365,0 days 00:00:20.058888,0.9175706104463283,3.5173462528444857,0.02240455393628646,0,4,22,650,1.1269158261161025,1.9134919708783233,1.2072509293528035,0.776044215177258,COMPLETE
131,0.8246249999999999,2025-11-05 19:24:48.010547,2025-11-05 19:25:08.368245,0 days 00:00:20.357698,0.9181053135769155,3.390109459581267,0.022293706666121505,0,4,16,650,1.071761013555214,1.9206284399960822,1.211005872426288,0.8028103880222338,COMPLETE
132,0.8265,2025-11-05 19:25:09.118222,2025-11-05 19:25:28.711219,0 days 00:00:19.592997,0.8905457534883197,3.5424298239058416,0.0235971059508025,0,4,21,650,1.1329752773934274,1.5286603077972367,1.1883363295850424,0.8105976300339361,COMPLETE
133,0.8239999999999998,2025-11-05 19:25:29.491857,2025-11-05 19:25:49.961781,0 days 00:00:20.469924,0.9400406410070368,3.180002180546955,0.025057897982998314,0,4,21,650,1.1400823896664527,1.5882381885888563,1.1884656192245966,0.7720180257394078,COMPLETE
134,0.8230000000000001,2025-11-05 19:25:50.762338,2025-11-05 19:26:11.442569,0 days 00:00:20.680231,0.8929992406656673,3.6391861234696177,0.021143642374220832,0,4,22,650,0.9617880159041302,11.876558245600012,1.2085557989662579,0.7842599591142041,COMPLETE
135,0.8262500000000002,2025-11-05 19:26:12.215066,2025-11-05 19:26:31.958553,0 days 00:00:19.743487,0.9037318208915471,3.5807353397365986,0.023610365537310603,0,4,22,650,1.0233203487482454,1.839809429170196,1.1841209511284105,0.8102823640156563,COMPLETE
136,0.8243750000000001,2025-11-05 19:26:32.741530,2025-11-05 19:26:52.610467,0 days 00:00:19.868937,0.9261600923027405,3.503148804492167,0.023664976450972063,0,4,23,650,1.149172157593105,1.628031283551602,1.186915371343325,0.808635854475024,COMPLETE
137,0.8231249999999999,2025-11-05 19:26:53.376908,2025-11-05 19:27:12.543270,0 days 00:00:19.166362,0.9040166279879904,3.72068952166559,0.020822558614372,0,4,20,600,1.0124899424463216,1.8435068150375695,1.1769969706039232,0.7614518555255425,COMPLETE
138,0.823625,2025-11-05 19:27:13.325456,2025-11-05 19:27:33.673807,0 days 00:00:20.348351,0.9174757967214566,3.5281774759396973,0.0246379573992956,0,4,19,650,0.8863716524054822,28.96125258681209,1.226584742055888,0.8129517514310646,COMPLETE
139,0.8234999999999999,2025-11-05 19:27:34.440770,2025-11-05 19:27:53.980427,0 days 00:00:19.539657,0.8894470626685352,3.8184859301933605,0.023660096961292208,0,4,25,650,1.2388061181773127,6.565606450400151,1.189221837833967,0.801864707494039,COMPLETE
140,0.8225,2025-11-05 19:27:54.775774,2025-11-05 19:28:14.128999,0 days 00:00:19.353225,0.899470323782802,3.3736729445831464,0.021324802521351646,0,4,23,600,1.0251616160053714,1.7740865548787397,1.027586991120696,0.7759406408523477,COMPLETE
141,0.825375,2025-11-05 19:28:14.885730,2025-11-05 19:28:35.337598,0 days 00:00:20.451868,0.8813819400332352,3.0615301233241023,0.022263208347281172,0,4,22,650,1.3162669476592392,1.4908974996471362,1.2010828119162047,0.7488462409173376,COMPLETE
142,0.8242499999999999,2025-11-05 19:28:36.113591,2025-11-05 19:28:56.759510,0 days 00:00:20.645919,0.9082530825591876,3.007330180289016,0.019325013891163863,0,4,22,650,1.1063829974671315,1.4422495491769598,1.2105374199504966,0.7547329353941223,COMPLETE
143,0.8235000000000001,2025-11-05 19:28:57.511776,2025-11-05 19:29:17.789111,0 days 00:00:20.277335,0.8818116824014529,3.5759412057724798,0.021927039424329935,0,4,22,650,1.3537921946857214,1.5013212534460758,1.2360498809453981,0.7498273582943559,COMPLETE
144,0.8246249999999999,2025-11-05 19:29:18.536845,2025-11-05 19:29:39.337714,0 days 00:00:20.800869,0.8966366905457508,3.2449412841969894,0.023258011366915802,0,4,17,650,1.196411947397914,1.3265956354263668,1.1813269686646308,0.7347968550849086,COMPLETE
145,0.8235000000000001,2025-11-05 19:29:40.109078,2025-11-05 19:29:59.063080,0 days 00:00:18.954002,0.8803727821171438,3.153914141646094,0.020425591645778573,0,4,20,600,1.2744125703717664,1.8911834133896863,1.197609881600658,0.799897662263044,COMPLETE
146,0.8227500000000001,2025-11-05 19:29:59.818236,2025-11-05 19:30:20.124533,0 days 00:00:20.306297,0.9232167535696647,3.064885282763167,0.024957382934941787,0,4,21,650,0.9264174518917386,1.6940306398463327,1.1779065654829244,0.7867330920682094,COMPLETE
147,0.8228750000000001,2025-11-05 19:30:20.894459,2025-11-05 19:30:42.913025,0 days 00:00:22.018566,0.9116374413025523,3.3267190844960908,0.017863893726658326,0,4,24,700,1.3145773247231753,2.1271670639116143,1.2200687076037326,0.8127905851972306,COMPLETE
148,0.826375,2025-11-05 19:30:43.690749,2025-11-05 19:31:04.052206,0 days 00:00:20.361457,0.8884161922136118,3.5010243009972832,0.022461834985037225,0,4,19,650,1.216953501540282,1.000272826196998,1.1467427643818797,0.7775291180645718,COMPLETE
149,0.822875,2025-11-05 19:31:04.832968,2025-11-05 19:31:24.766646,0 days 00:00:19.933678,0.8881096401252497,3.4940595978064177,0.026132985126929548,0,4,17,650,0.7817197861852703,1.0090467125273654,1.151813684115037,0.7675812510531718,COMPLETE
150,0.8213750000000001,2025-11-05 19:31:25.556843,2025-11-05 19:31:41.574026,0 days 00:00:16.017183,0.5019429646965812,3.685993483088301,0.01982436430086015,0,3,19,600,1.1910423597381947,1.312056946531693,1.145975137693259,0.7617553527290801,PRUNED
151,0.8237500000000001,2025-11-05 19:31:42.322941,2025-11-05 19:32:02.526375,0 days 00:00:20.203434,0.9005135860834584,3.5767017752650108,0.022522232444480268,0,4,15,650,1.1026503697744836,1.1691597445430668,1.1694194822715924,0.7962052768534558,COMPLETE
152,0.8242499999999999,2025-11-05 19:32:03.287783,2025-11-05 19:32:25.859495,0 days 00:00:22.571712,0.8792880629847929,2.063698703947836,0.021592850646834343,0,4,16,700,1.4167237146593954,1.0745177920516618,1.1957248527792,0.7764981386932668,COMPLETE
153,0.8241250000000001,2025-11-05 19:32:26.617786,2025-11-05 19:32:48.603973,0 days 00:00:21.986187,0.8687821297766283,3.387674750833207,0.024117898747343988,0,4,22,700,1.247612986522302,1.5162734209606195,1.1689622917891915,0.7479758021825167,COMPLETE
154,0.8247500000000001,2025-11-05 19:32:49.370260,2025-11-05 19:33:08.088594,0 days 00:00:18.718334,0.8933702538035204,3.2351711462040886,0.02301503930484365,0,4,18,600,1.0137314486804707,1.1905070736956673,1.2083464430344912,0.8074119058461473,COMPLETE
155,0.8255000000000001,2025-11-05 19:33:08.829192,2025-11-05 19:33:29.572898,0 days 00:00:20.743706,0.9349478497080016,2.9755436335281975,0.020816299090010235,0,4,19,650,1.3326309440261597,1.2456929525146616,1.1825702376658516,0.81660348693435,COMPLETE
156,0.8234999999999999,2025-11-05 19:33:30.428768,2025-11-05 19:33:51.006892,0 days 00:00:20.578124,0.9477195753262653,2.9615049341636572,0.020752247994021863,0,4,20,650,1.3488017385558813,1.3734647039569032,1.1891129054789025,0.7828389448622214,COMPLETE
157,0.8233750000000001,2025-11-05 19:33:51.761073,2025-11-05 19:34:12.273325,0 days 00:00:20.512252,0.9315267267121451,3.0961505744621416,0.01896552963627305,0,4,21,650,1.1314506791736603,1.605993400248678,1.2366726849348135,0.7905389562371544,COMPLETE
158,0.8247500000000001,2025-11-05 19:34:13.047648,2025-11-05 19:34:33.578857,0 days 00:00:20.531209,0.9366651934038612,3.7962287764175806,0.0198651890733057,0,4,19,650,1.4745212710640665,1.3019075960019684,1.218469780139737,0.8180420958850974,COMPLETE
159,0.8247499999999999,2025-11-05 19:34:34.327151,2025-11-05 19:34:53.703602,0 days 00:00:19.376451,0.914310107294703,3.5035050846754685,0.02142803692212404,0,4,17,600,1.2151417239665812,1.4295472453154947,1.1519882487503479,0.8323491089949181,COMPLETE
160,0.8240000000000001,2025-11-05 19:34:54.455255,2025-11-05 19:35:14.333615,0 days 00:00:19.878360,0.73147020148089,3.2516211111039617,0.023702949079587428,0,4,18,650,1.3086561350975643,1.227928280487206,1.1790179725899033,0.801163327297971,COMPLETE
161,0.8242499999999999,2025-11-05 19:35:15.118706,2025-11-05 19:35:37.618128,0 days 00:00:22.499422,0.8860785379786745,0.2310656048048636,0.022397325332799912,0,4,15,700,1.6036429059134603,1.0462964925210645,1.2006291537783982,0.8095759792875646,COMPLETE
162,0.826125,2025-11-05 19:35:38.370139,2025-11-05 19:36:00.216265,0 days 00:00:21.846126,0.9064350685063326,3.354760663669023,0.020667215565753124,0,4,16,700,1.406245236286969,1.1677278575596397,1.1628388152275846,0.8168359496807289,COMPLETE
163,0.8247500000000001,2025-11-05 19:36:00.995568,2025-11-05 19:36:23.729633,0 days 00:00:22.734065,0.9205298357435883,3.3784718361097865,0.017237442077365554,0,4,16,700,1.3984403229940983,1.1615087961288977,1.1429518260357558,0.8163626468911114,COMPLETE
164,0.8246249999999999,2025-11-05 19:36:24.525948,2025-11-05 19:36:44.624154,0 days 00:00:20.098206,0.9056720104742935,3.6305585633021265,0.020579016710596473,0,4,17,650,1.0519499083040316,1.724064309233002,1.127061442868973,0.8414232057685613,COMPLETE
165,0.8248750000000001,2025-11-05 19:36:45.391771,2025-11-05 19:37:07.498263,0 days 00:00:22.106492,0.9047996124247076,3.1475303969727917,0.018449721856457844,0,4,19,700,1.188631839536216,1.2768764597446352,1.1878226405204695,0.8314838295511139,COMPLETE
166,0.8238749999999999,2025-11-05 19:37:08.269663,2025-11-05 19:37:30.893126,0 days 00:00:22.623463,0.8948267685708529,3.0018526298461072,0.019100870591872047,0,4,24,700,1.4875875892493273,1.004200414193974,1.1585907987487394,0.7980573522555745,COMPLETE
167,0.8245000000000001,2025-11-05 19:37:31.708517,2025-11-05 19:37:52.315791,0 days 00:00:20.607274,0.9275184306998441,3.26102722253082,0.02165672359488048,0,4,21,650,1.2797237159504267,1.4611297675605575,1.1715751151139058,0.8176411717027797,COMPLETE
168,0.8233750000000001,2025-11-05 19:37:53.070464,2025-11-05 19:38:14.159436,0 days 00:00:21.088972,0.9153090646215701,3.4793828197988823,0.025283137424938616,0,4,15,700,1.3466843308449923,1.9485784573578493,1.2029094992364866,0.769975045581259,COMPLETE
169,0.8233750000000001,2025-11-05 19:38:14.920722,2025-11-05 19:38:35.107263,0 days 00:00:20.186541,0.8747619956503392,2.908928091099019,0.028007995684320927,0,4,16,650,1.1616918081562906,1.1552810687773811,1.1842283751703555,0.7787577542214268,COMPLETE
170,0.8265,2025-11-05 19:38:35.893324,2025-11-05 19:38:57.473176,0 days 00:00:21.579852,0.9028720453469782,3.3164978894297756,0.020073770020568933,0,4,20,700,1.4285029857981704,1.5684340775413108,1.158034696022625,0.8053422329570509,COMPLETE
171,0.826125,2025-11-05 19:38:58.239632,2025-11-05 19:39:19.909517,0 days 00:00:21.669885,0.908220110109607,3.3132005455519167,0.020055221776811735,0,4,20,700,1.4375751029963644,1.5579013218946087,1.1584452677263275,0.8129012255927575,COMPLETE
172,0.8241249999999999,2025-11-05 19:39:20.684312,2025-11-05 19:39:42.128491,0 days 00:00:21.444179,0.9105344486280686,3.441897180559468,0.020365025028489504,0,4,20,700,1.429992718994074,1.5590374204708373,1.136243207207357,0.8052371215481213,COMPLETE
173,0.825,2025-11-05 19:39:42.894236,2025-11-05 19:40:04.529734,0 days 00:00:21.635498,0.9019191938352586,3.319917834485029,0.01974856134124038,0,4,18,700,1.480079879863724,1.7900159480845135,1.1522618190604916,0.8260358512450937,COMPLETE
174,0.8246249999999999,2025-11-05 19:40:05.358652,2025-11-05 19:40:26.149057,0 days 00:00:20.790405,0.9215537947130059,3.566514496070767,0.02317772223957585,0,4,22,700,1.3847594057475827,1.3507936990399394,1.165413709825654,0.8138392781502294,COMPLETE
175,0.8243749999999999,2025-11-05 19:40:26.916671,2025-11-05 19:40:46.989280,0 days 00:00:20.072609,0.8939940784876694,3.705183195547121,0.022111336561692136,0,4,19,650,1.5560136747358237,1.585480857013121,1.1592642080892397,0.8053854545622767,COMPLETE
176,0.8243750000000001,2025-11-05 19:40:47.764883,2025-11-05 19:41:09.012354,0 days 00:00:21.247471,0.8883095086798081,3.3456490435677813,0.021653946919243622,0,4,23,700,1.2441129128964554,1.2233463096321326,1.1110700017796395,0.8207172847775654,COMPLETE
177,0.8248750000000001,2025-11-05 19:41:09.776156,2025-11-05 19:41:28.722511,0 days 00:00:18.946355,0.907376001414116,3.0558414990119087,0.02385141544010571,0,4,20,600,0.9621920087037534,2.0830679597140556,1.1773187602146873,0.7958036359019734,COMPLETE
178,0.8246249999999999,2025-11-05 19:41:29.483334,2025-11-05 19:41:50.235690,0 days 00:00:20.752356,0.9404062296733906,3.209686790675033,0.02090336184593446,0,4,17,650,1.4153032969301387,1.7208502754083426,1.1410443830192194,0.8355873725228983,COMPLETE
179,0.82575,2025-11-05 19:41:51.023609,2025-11-05 19:42:12.408883,0 days 00:00:21.385274,0.9310461974530342,3.4443714720561447,0.02286778469237023,0,4,18,700,1.0599687187892484,1.0997791175945497,1.13052341047414,0.8128769009766662,COMPLETE
180,0.8262499999999999,2025-11-05 19:42:13.185281,2025-11-05 19:42:34.351136,0 days 00:00:21.165855,0.9316706045246902,3.4280204268619023,0.024573108254476013,0,4,19,700,1.0049507472440287,1.0938425632266127,1.125071178092283,0.8120129158162223,COMPLETE
181,0.825,2025-11-05 19:42:35.144289,2025-11-05 19:42:56.154570,0 days 00:00:21.010281,0.931817005074538,3.5446880219848076,0.024434920187706877,0,4,18,700,1.0925936620613008,1.0827443523476676,1.1222066281877794,0.8129943739840355,COMPLETE
182,0.8243749999999999,2025-11-05 19:42:56.972488,2025-11-05 19:43:18.283525,0 days 00:00:21.311037,0.9256778330901035,3.4414395638011195,0.023041292290178303,0,4,19,700,0.9049454973457951,1.0031749961615728,1.0901909731318251,0.82376616083172,COMPLETE
183,0.8238749999999999,2025-11-05 19:43:19.044215,2025-11-05 19:43:40.306471,0 days 00:00:21.262256,0.937524699993773,3.348520745453148,0.026212539677721313,0,4,17,700,1.023889716301229,1.1613508725821737,1.1048030305668093,0.8045673740381651,COMPLETE
184,0.8244999999999999,2025-11-05 19:43:41.095090,2025-11-05 19:44:02.104548,0 days 00:00:21.009458,0.9144571649680201,3.6383170633772806,0.024961831681657862,0,4,18,700,0.9837930211272142,1.2928130723913351,1.1333983918333224,0.81009755730106,COMPLETE
185,0.8243749999999999,2025-11-05 19:44:02.923129,2025-11-05 19:44:24.673888,0 days 00:00:21.750759,0.9492627781916524,3.442416085424039,0.02085603924576419,0,4,20,700,1.1323179139604322,1.0953384872017602,1.120037339533437,0.7894215148855491,COMPLETE
186,0.825375,2025-11-05 19:44:25.435965,2025-11-05 19:44:46.988382,0 days 00:00:21.552417,0.9194500223602042,3.7667616756528237,0.019869220224757542,0,4,20,700,1.5676387241993626,1.2032080088514985,1.150882488102175,0.8182791256561499,COMPLETE
187,0.8246249999999999,2025-11-05 19:44:47.779144,2025-11-05 19:45:10.072924,0 days 00:00:22.293780,0.8990840007593334,3.281102629787961,0.02348156250765563,0,4,16,750,1.036742709126778,1.0808099932337418,1.140556973360389,0.8310817417316456,COMPLETE
188,0.8242499999999999,2025-11-05 19:45:10.858864,2025-11-05 19:45:32.937196,0 days 00:00:22.078332,0.9310951404927577,3.528898650791756,0.018362982868921587,0,4,18,700,0.8483731039774906,1.3901270206979508,1.1671856673910563,0.7977967790019614,COMPLETE
189,0.8243750000000001,2025-11-05 19:45:33.692692,2025-11-05 19:45:52.419601,0 days 00:00:18.726909,0.6181705282133465,3.403364489254963,0.02262368627478835,0,4,21,650,1.069444310678725,1.2884119898941968,1.1577722867530529,0.8278655811630908,COMPLETE
190,0.8237499999999999,2025-11-05 19:45:53.197350,2025-11-05 19:46:15.318094,0 days 00:00:22.120744,0.9048458657213276,3.2090301973266535,0.02142055926216165,0,4,15,700,1.5020222854051175,1.122568564199899,1.126337495402253,0.8165480723442904,COMPLETE
191,0.8237500000000001,2025-11-05 19:46:16.117596,2025-11-05 19:46:36.294713,0 days 00:00:20.177117,0.8925454906947907,3.1152310194160817,0.02242039990288854,0,4,21,650,1.215534845075802,1.448173203093159,1.1893249993026014,0.8042098690125278,COMPLETE
192,0.8243750000000001,2025-11-05 19:46:37.061321,2025-11-05 19:46:57.636927,0 days 00:00:20.575606,0.8788069312270931,3.301546843310429,0.023923762825794653,0,4,19,650,1.3511984424837065,1.2114898268736105,1.1773786954495955,0.8105737359474429,COMPLETE
193,0.823625,2025-11-05 19:46:58.393419,2025-11-05 19:47:18.370210,0 days 00:00:19.976791,0.9142877362598112,3.6076657606945757,0.021672161569133923,0,4,22,650,1.1706224345407812,1.548193673923767,1.074653277626281,0.8230488362907411,COMPLETE
194,0.8233749999999999,2025-11-05 19:47:19.131617,2025-11-05 19:47:40.830043,0 days 00:00:21.698426,0.8847859785487436,3.479374168495588,0.020731334771017382,0,4,17,700,1.4586463533579976,1.0043505881343202,1.2076151679712475,0.8453562099229828,COMPLETE
195,0.8211250000000001,2025-11-05 19:47:41.656192,2025-11-05 19:48:05.080563,0 days 00:00:23.424371,0.9019499408120925,2.834977337249028,0.024480959166578952,0,4,19,750,1.251930654302431,1.885820355672317,1.499254407965892,0.8004957193342189,PRUNED
196,0.8231249999999999,2025-11-05 19:48:05.851222,2025-11-05 19:48:26.193785,0 days 00:00:20.342563,0.9236646865085011,3.195107169115066,0.02309949363786949,0,4,16,650,1.3256564425099542,1.3654621451732782,1.1928909068725704,0.7889563482834011,COMPLETE
197,0.8234999999999999,2025-11-05 19:48:26.952270,2025-11-05 19:48:49.019697,0 days 00:00:22.067427,0.9109883101850663,3.370966901685971,0.019694932171639458,0,4,20,700,1.651601767558658,9.364883419198922,1.171237569508549,0.8141612042110925,COMPLETE
198,0.820875,2025-11-05 19:48:49.785053,2025-11-05 19:49:00.144220,0 days 00:00:10.359167,0.8916367788910488,2.3521538706008114,0.026697773435528368,0,4,25,300,1.1259037708578068,1.6327511804979855,1.1475237759800407,0.8196045370940989,PRUNED
199,0.823625,2025-11-05 19:49:00.927632,2025-11-05 19:49:24.456208,0 days 00:00:23.528576,0.702790200803209,3.024173458617779,0.02251881965855435,0,4,17,750,1.435690159964542,1.1325031352399515,1.2231471705543846,0.6192599088525825,COMPLETE
200,0.82225,2025-11-05 19:49:25.213705,2025-11-05 19:49:45.801798,0 days 00:00:20.588093,0.9406732545311132,3.522734935925387,0.017825864926537243,0,4,21,650,1.5358257669771116,1.2440085354192183,1.183844573737826,0.8085157311037849,COMPLETE
201,0.8245000000000001,2025-11-05 19:49:46.564504,2025-11-05 19:50:08.171595,0 days 00:00:21.607091,0.9199930069232649,3.8284088752400702,0.0195105706472953,0,4,20,700,1.5444788502009958,1.2111597345447953,1.1520572977643786,0.8172589823632105,COMPLETE
202,0.8231249999999999,2025-11-05 19:50:08.946855,2025-11-05 19:50:30.537988,0 days 00:00:21.591133,0.8981101155558511,3.7045148623734816,0.020433938635259878,0,4,19,700,1.606614238057566,1.0803063781786075,1.1590955119269386,0.8265999907769364,COMPLETE
203,0.8247500000000001,2025-11-05 19:50:31.326403,2025-11-05 19:50:52.275068,0 days 00:00:20.948665,0.9178954917428084,3.719092941215361,0.021718989343244708,0,4,18,700,1.383230029238251,1.3409126826591484,1.1314337206040903,0.8186711251931253,COMPLETE
204,0.8232500000000001,2025-11-05 19:50:53.030503,2025-11-05 19:51:13.745216,0 days 00:00:20.714713,0.8825787246103479,3.327746981438781,0.019943230434565317,0,4,22,650,0.9391337637705323,1.5060911975722169,1.1696649996508255,0.8363401630189996,COMPLETE
205,0.8238749999999999,2025-11-05 19:51:14.520927,2025-11-05 19:51:37.272536,0 days 00:00:22.751609,0.929538540754943,2.6093949691910687,0.01899762180922743,0,4,15,700,1.2835621106732045,1.187058365297848,1.1457833316649049,0.7975970027580409,COMPLETE
206,0.8248750000000001,2025-11-05 19:51:38.041845,2025-11-05 19:51:58.603640,0 days 00:00:20.561795,0.9058413846927034,3.5962475017824134,0.025591317662134714,0,4,23,700,1.5830667777514,1.2714585397100642,1.1985048610168723,0.8088509643943375,COMPLETE
207,0.8247500000000001,2025-11-05 19:51:59.354561,2025-11-05 19:52:21.161843,0 days 00:00:21.807282,0.9109041744798232,3.884009477429777,0.02118451543342533,0,4,19,750,1.6891780681571462,1.7885002153358234,1.178567430643253,0.8262673375092151,COMPLETE
