number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_delta_step,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_scale_pos_weight,params_subsample,state
208,0.8234999999999999,2025-11-05 19:52:21.905536,2025-11-05 19:52:41.836305,0 days 00:00:19.930769,0.756649674058545,3.4257632682841934,0.02041379967881457,0,4,17,650,1.0678719698265544,1.0664082022557226,1.2131443397490977,0.7828779686134526,COMPLETE
209,0.82225,2025-11-05 19:52:42.600791,2025-11-05 19:53:02.658304,0 days 00:00:20.057513,0.8747765029679184,4.017666312733165,0.022309816130903336,0,4,47,700,1.493134076521222,1.1567734885952343,1.110389905821892,0.8031058520352937,PRUNED
210,0.8265,2025-11-05 19:53:03.472226,2025-11-05 19:53:23.570730,0 days 00:00:20.098504,0.8887671256284748,3.1174849056058536,0.023703467904731716,0,4,20,650,1.4098651503982964,1.411526110254717,1.1540725643076948,0.8138883854266992,COMPLETE
211,0.8256249999999999,2025-11-05 19:53:24.320785,2025-11-05 19:53:44.432943,0 days 00:00:20.112158,0.8890382441255947,3.1063840350174785,0.02387936609869112,0,4,20,650,1.4416629580373193,1.4068454051828345,1.1535101786519868,0.8144664054828348,COMPLETE
212,0.826125,2025-11-05 19:53:45.298719,2025-11-05 19:54:05.413280,0 days 00:00:20.114561,0.8899440959118288,3.1426637614412787,0.024090163664467444,0,4,21,650,1.3960420643147293,1.4769455694704337,1.165278741666078,0.8150901192234227,COMPLETE
213,0.8252499999999999,2025-11-05 19:54:06.193038,2025-11-05 19:54:24.863812,0 days 00:00:18.670774,0.8910126790021127,3.1382307631351036,0.024767657516311638,0,4,21,600,1.4030089369438306,1.6538934125678821,1.1634879987994833,0.8102992443091085,COMPLETE
214,0.8258749999999999,2025-11-05 19:54:25.629509,2025-11-05 19:54:45.491631,0 days 00:00:19.862122,0.8987355370475745,3.2068783578247295,0.02401383216871788,0,4,18,650,1.4427934405708596,1.4514944496064888,1.1364888898770096,0.8137983530778407,COMPLETE
215,0.82575,2025-11-05 19:54:46.256590,2025-11-05 19:55:06.129973,0 days 00:00:19.873383,0.8969511114224081,3.231382519346607,0.024111896973334306,0,4,18,650,1.4483937016073027,1.369016374021573,1.1325139261982042,0.8119076601790124,COMPLETE
216,0.8254999999999999,2025-11-05 19:55:06.893475,2025-11-05 19:55:26.592197,0 days 00:00:19.698722,0.8997748939725237,3.2298915600274056,0.02561463894581463,0,4,19,650,1.4580145472215162,1.401746358616675,1.1293587411841683,0.8155317971925661,COMPLETE
217,0.82325,2025-11-05 19:55:27.368627,2025-11-05 19:55:47.372261,0 days 00:00:20.003634,0.9029943729511001,2.954045687508527,0.02536357981399079,0,4,20,650,1.484912642187276,1.406452803471369,1.132232232491504,0.8295100288125544,COMPLETE
218,0.825,2025-11-05 19:55:48.143171,2025-11-05 19:56:07.710607,0 days 00:00:19.567436,0.8996781445435921,3.2397324671084275,0.027692453456926943,0,4,19,650,1.4356996742327877,1.3906712543539994,1.1029477248581925,0.8210593764275725,COMPLETE
219,0.826,2025-11-05 19:56:08.470630,2025-11-05 19:56:28.264839,0 days 00:00:19.794209,0.9093395094900915,3.1043893268586538,0.02653376224779624,0,4,20,650,1.353000867268948,1.5127620393509906,1.1196983792027992,0.8139635852093201,COMPLETE
220,0.8251250000000001,2025-11-05 19:56:29.024675,2025-11-05 19:56:49.445774,0 days 00:00:20.421099,0.9116170302543181,3.0697740943054805,0.02611514288934413,0,4,21,650,1.345228016142218,1.3099271818876532,1.1123579692785328,0.8134510420268469,COMPLETE
221,0.826,2025-11-05 19:56:50.208887,2025-11-05 19:57:10.225105,0 days 00:00:20.016218,0.8984310697557343,3.1367327998224788,0.02687932747690129,0,4,20,650,1.420563590708337,1.4565654038782345,1.1219848333022995,0.81640620620357,COMPLETE
222,0.826375,2025-11-05 19:57:11.010276,2025-11-05 19:57:30.848728,0 days 00:00:19.838452,0.8974145059393694,2.9325975381449885,0.027703455510710413,0,4,20,650,1.4278998114341046,1.551429849516978,1.1182691227004151,0.8123768664373117,COMPLETE
223,0.8263749999999999,2025-11-05 19:57:31.610871,2025-11-05 19:57:51.262477,0 days 00:00:19.651606,0.8983819176384517,3.1015855897263362,0.026270320879239435,0,4,20,650,1.4171237832772288,1.5370250165186945,1.1224903426413808,0.812790536649933,COMPLETE
224,0.825,2025-11-05 19:57:52.066595,2025-11-05 19:58:12.425945,0 days 00:00:20.359350,0.9231138982733001,2.9306308829367693,0.02700956666196716,0,4,20,650,1.3550604628139356,1.546303709296398,1.0964426436637067,0.8105445457681689,COMPLETE
225,0.8265,2025-11-05 19:58:13.188377,2025-11-05 19:58:31.652597,0 days 00:00:18.464220,0.9106323882077727,3.107787186578962,0.028788311207841283,0,4,20,600,1.412409284169267,1.5159591832507566,1.1202279426221495,0.8057952879443264,COMPLETE
226,0.822625,2025-11-05 19:58:32.414234,2025-11-05 19:58:51.113505,0 days 00:00:18.699271,0.8984238474107443,3.112372485738065,0.027960023772427733,0,4,21,600,1.4325769751448696,1.597774768200951,1.1202030222403216,0.8048176987605389,COMPLETE
227,0.8245000000000001,2025-11-05 19:58:51.874378,2025-11-05 19:59:10.570147,0 days 00:00:18.695769,0.9112969721655199,3.086637139752038,0.030271973995856006,0,4,20,600,1.4051352352872182,1.518632192736572,1.134111633744616,0.8071146978112591,COMPLETE
228,0.8230000000000001,2025-11-05 19:59:11.353669,2025-11-05 19:59:30.798999,0 days 00:00:19.445330,0.8930118364719939,3.1706202829177563,0.029756607954307224,0,4,22,650,1.2892662870419223,1.6788021278058987,1.1190188337085192,0.8263141959625997,COMPLETE
229,0.8246249999999999,2025-11-05 19:59:31.552391,2025-11-05 19:59:51.509401,0 days 00:00:19.957010,0.9054162691235934,3.0137286209732466,0.026887582990383057,0,4,21,650,1.3747672404959368,1.5612748254848658,1.1424116765416568,0.7942574948378527,COMPLETE
230,0.8248750000000001,2025-11-05 19:59:52.271617,2025-11-05 20:00:11.410387,0 days 00:00:19.138770,0.9146664544925536,3.2761438098855526,0.028179533293187346,0,4,20,650,2.1126687346479907,1.437431460440092,1.0997609954058303,0.8134889594751928,COMPLETE
231,0.825,2025-11-05 20:00:12.188733,2025-11-05 20:00:32.201397,0 days 00:00:20.012664,0.9068568307665847,2.921195614917589,0.02841242232267241,0,4,19,650,1.3387524992010083,15.159833437471958,1.1421081268906241,0.8159011030518775,COMPLETE
232,0.8268749999999999,2025-11-05 20:00:32.973511,2025-11-05 20:00:53.872631,0 days 00:00:20.899120,0.9255102819155305,3.000371819330823,0.02418121377805037,0,4,19,650,1.4584639650549989,1.3338675567698373,1.122371838786795,0.8219529604394817,COMPLETE
233,0.8241250000000001,2025-11-05 20:00:54.635296,2025-11-05 20:01:14.573783,0 days 00:00:19.938487,0.9228839504367208,3.1476365475523367,0.024340062318539357,0,4,21,650,1.4149434393921956,1.4820517757437497,1.1220855626130912,0.8243420154135809,COMPLETE
234,0.8237500000000001,2025-11-05 20:01:15.344933,2025-11-05 20:01:34.978919,0 days 00:00:19.633986,0.8957758642394145,3.227015528947323,0.029079610255659735,0,4,18,650,1.47782796028095,1.3670254445096988,1.1304680165619956,0.8328289121382721,COMPLETE
235,0.8242499999999999,2025-11-05 20:01:35.748509,2025-11-05 20:01:54.032601,0 days 00:00:18.284092,0.9168064033811906,3.046602520243741,0.03132034356830241,0,4,20,600,1.2524743517177328,1.5608411075212265,1.108966940415659,0.8068072695897242,COMPLETE
236,0.8247500000000001,2025-11-05 20:01:54.813896,2025-11-05 20:02:14.819221,0 days 00:00:20.005325,0.8815636610990353,2.859139392402473,0.02504903987176295,0,4,22,650,1.448034999309303,1.342734011608237,1.1423043140389022,0.82144270843484,COMPLETE
237,0.825,2025-11-05 20:02:15.598846,2025-11-05 20:02:35.106151,0 days 00:00:19.507305,0.8888806223866355,3.280314608690278,0.026586329082302577,0,4,19,650,1.3866507100098049,1.692176869126676,1.1238675285443902,0.8108127146080686,COMPLETE
238,0.8227500000000001,2025-11-05 20:02:35.883335,2025-11-05 20:02:56.277344,0 days 00:00:20.394009,0.9078081061266797,3.1386080662347364,0.023862458516464003,0,4,20,650,1.528228210987453,1.4377812074841647,1.087525012080316,0.801820434279437,COMPLETE
239,0.8231250000000001,2025-11-05 20:02:57.058387,2025-11-05 20:03:14.383100,0 days 00:00:17.324713,0.5891199784062919,3.3185804669345393,0.026109107894700948,0,4,18,600,1.2030445395554554,1.2754709161515554,1.1118012757849176,0.8133072896509143,COMPLETE
240,0.822875,2025-11-05 20:03:15.169932,2025-11-05 20:03:34.170501,0 days 00:00:19.000569,0.5254655210252014,3.009144774853918,0.024719713083410488,0,4,20,650,1.4672078590695932,1.649795079593442,1.1552995001067081,0.8243819472086678,COMPLETE
241,0.8234999999999999,2025-11-05 20:03:34.945758,2025-11-05 20:03:55.205119,0 days 00:00:20.259361,0.9334857785876504,2.9594145640942564,0.024120876166309743,0,4,19,650,1.319055285903945,1.2923459590863926,1.134283529676764,0.8168203278113502,COMPLETE
242,0.8246249999999999,2025-11-05 20:03:55.977475,2025-11-05 20:04:16.399137,0 days 00:00:20.421662,0.9312154070659325,3.1245977345609157,0.027441453647698993,0,4,21,650,1.363075964355414,1.4830804265000515,1.1515206187979208,0.8066091080294479,COMPLETE
243,0.825375,2025-11-05 20:04:17.190365,2025-11-05 20:04:37.351531,0 days 00:00:20.161166,0.9216608168192807,3.0118511638667482,0.025459410203026483,0,4,18,650,1.306388855456152,1.3160559310145366,1.142300084298179,0.8196297733682089,COMPLETE
244,0.8244999999999999,2025-11-05 20:04:38.126047,2025-11-05 20:04:58.807488,0 days 00:00:20.681441,0.8993112777459412,1.9728244031228344,0.02361294644177217,0,4,19,650,1.4082014633413085,1.3951347517048578,1.1241639844372253,0.8304112664933069,COMPLETE
245,0.827625,2025-11-05 20:04:59.556533,2025-11-05 20:05:19.359409,0 days 00:00:19.802876,0.9124571258737004,2.849707747574268,0.026866750842227505,0,4,20,650,1.5042600290260013,1.2378722924471464,1.1568047092833025,0.8131759913222446,COMPLETE
246,0.8248750000000001,2025-11-05 20:05:20.192167,2025-11-05 20:05:40.301672,0 days 00:00:20.109505,0.9093359536020836,2.7995618756459235,0.026797099711699555,0,4,21,650,1.5328347175936123,1.515902590249034,1.1542612301260897,0.8099544311540358,COMPLETE
247,0.8237500000000001,2025-11-05 20:05:41.060469,2025-11-05 20:06:01.357125,0 days 00:00:20.296656,0.8962258953964941,2.8641105054824054,0.029103861895821207,0,4,20,650,1.4786017347353633,1.1339302426045237,1.137198954994303,0.802851898006252,COMPLETE
248,0.8243750000000001,2025-11-05 20:06:02.185126,2025-11-05 20:06:20.780743,0 days 00:00:18.595617,0.915134655707671,3.2552335308556195,0.025859988730348296,0,4,22,600,1.0220979825016487,1.7513590532269923,1.1045610435558628,0.8136534616054113,COMPLETE
249,0.8243750000000001,2025-11-05 20:06:21.545160,2025-11-05 20:06:41.352370,0 days 00:00:19.807210,0.8875165982564518,3.333722176109456,0.027380107894916985,0,4,23,650,1.44834746261468,1.244626577772927,1.1613129100053465,0.8217909674920539,COMPLETE
250,0.8247499999999999,2025-11-05 20:06:42.104734,2025-11-05 20:07:02.392500,0 days 00:00:20.287766,0.9021546050713165,3.106542833964631,0.024715904181948672,0,4,20,650,1.510963209983213,1.6063577156351194,1.1151363648248362,0.7956529399937048,COMPLETE
251,0.826,2025-11-05 20:07:03.164882,2025-11-05 20:07:23.194159,0 days 00:00:20.029277,0.8758459850567111,3.171136772116932,0.02348237781110782,0,4,18,650,0.9645429102664862,1.3872971937834018,1.1513108740199174,0.8399085579948204,COMPLETE
252,0.8246249999999999,2025-11-05 20:07:23.951745,2025-11-05 20:07:43.393218,0 days 00:00:19.441473,0.8695151409856945,3.4588865071313935,0.02424023709230134,0,4,18,650,0.9418222541156872,1.4447237899990784,1.1432856552280002,0.8433550756413438,COMPLETE
253,0.8247499999999999,2025-11-05 20:07:44.149413,2025-11-05 20:08:03.819101,0 days 00:00:19.669688,0.8743538771111594,3.1909847660417974,0.025524473109668735,0,4,21,650,0.9583178746532289,1.1614302168580617,1.1315481811263148,0.8359143496425241,COMPLETE
254,0.819125,2025-11-05 20:08:04.595821,2025-11-05 20:08:21.420071,0 days 00:00:16.824250,0.6381777935253776,2.7007161570976557,0.02348658715703389,0,4,17,550,1.0331468667820003,1.3393687934326053,1.5840823924604273,0.8297822738111473,PRUNED
255,0.821,2025-11-05 20:08:22.210986,2025-11-05 20:08:38.891080,0 days 00:00:16.680094,0.8823856987861856,3.3462229167569544,0.06079078411095063,0,4,18,650,1.417617113379762,1.5329381494065975,1.152013291887386,0.8380875018878956,COMPLETE
256,0.8237500000000001,2025-11-05 20:08:39.670321,2025-11-05 20:08:59.436999,0 days 00:00:19.766678,0.8897462083356242,2.9210836838419874,0.026672262797128844,0,4,19,650,0.8713414632549744,1.8510879323935776,1.1632525298514798,0.8231800627292942,COMPLETE
257,0.825,2025-11-05 20:09:00.206903,2025-11-05 20:09:19.150015,0 days 00:00:18.943112,0.8765138495109297,3.0463624793232,0.023366914532272832,0,4,21,600,0.7921089695135275,1.2473116002927225,1.1256135637128926,0.8161260325910499,COMPLETE
258,0.8247500000000001,2025-11-05 20:09:19.920917,2025-11-05 20:09:38.859205,0 days 00:00:18.938288,0.7134488804319352,3.5190422537479296,0.02488364751909848,0,4,18,650,1.0795988727868104,1.072968095637486,1.1494211301949582,0.8274451297762958,COMPLETE
259,0.820625,2025-11-05 20:09:39.630631,2025-11-05 20:09:58.393452,0 days 00:00:18.762821,0.8945476372742148,3.3006585548066885,0.024278823947839284,0,4,20,600,1.5495318930027164,40.31322382789476,1.081395225441012,0.811322256186236,PRUNED
260,0.8238749999999999,2025-11-05 20:09:59.165737,2025-11-05 20:10:19.292245,0 days 00:00:20.126508,0.9017176353549801,3.1909959487444977,0.026094390455419742,2,4,22,650,1.161799878640934,1.4304863599830857,1.1384767541602645,0.8192664439537666,COMPLETE
261,0.8238749999999999,2025-11-05 20:10:20.075872,2025-11-05 20:10:40.423660,0 days 00:00:20.347788,0.8855310457245085,2.1731648746371612,0.027950832966112962,0,4,19,650,1.0109287545491454,4.854843676579387,1.1136689313635149,0.8053769205308383,COMPLETE
262,0.826,2025-11-05 20:10:41.178769,2025-11-05 20:11:01.226377,0 days 00:00:20.047608,0.9131591825120684,3.397458768036746,0.02309105325585437,0,4,24,650,1.4802587246572592,1.1933152982713962,1.1693352797323204,0.8100039733558697,COMPLETE
263,0.8223750000000001,2025-11-05 20:11:02.032064,2025-11-05 20:11:21.927506,0 days 00:00:19.895442,0.924573322358961,3.4407959988669647,0.02304321058972709,0,4,24,650,1.515248555273706,1.1235223092643813,1.1720708393345824,0.8475432469304776,COMPLETE
264,0.8237500000000001,2025-11-05 20:11:22.706625,2025-11-05 20:11:40.851032,0 days 00:00:18.144407,0.9192873468512529,3.568394340047435,0.0286008674331062,0,4,24,600,0.9724760599083411,1.2019656136911183,1.1645604562751328,0.8070676631548941,COMPLETE
265,0.8244999999999999,2025-11-05 20:11:41.635431,2025-11-05 20:12:01.265334,0 days 00:00:19.629903,0.9111440030648728,3.417559439551328,0.025333871373189536,0,4,23,650,1.3851591585491172,1.0639214259364747,1.1235528720049948,0.8271188545153134,COMPLETE
266,0.8241250000000001,2025-11-05 20:12:02.061897,2025-11-05 20:12:21.601790,0 days 00:00:19.539893,0.9277360501757429,0.7874855298334755,0.0472715884081241,0,3,22,700,1.4790688185361673,1.2896980259945467,1.0969856757196488,0.7989551435828647,COMPLETE
267,0.8248750000000001,2025-11-05 20:12:22.382588,2025-11-05 20:12:42.700762,0 days 00:00:20.318174,0.9047451468274706,3.3593196009831066,0.022926920700979323,0,4,17,650,1.1112426335235581,1.610313264508082,1.1356665305116147,0.8334056569224676,COMPLETE
268,0.8248750000000001,2025-11-05 20:12:43.454072,2025-11-05 20:13:04.309653,0 days 00:00:20.855581,0.9148894761735238,3.2424063393305054,0.027316199261013422,0,4,18,700,1.3751338585678912,1.1747690758393434,1.169274001417958,0.8204923837728895,COMPLETE
269,0.8252499999999999,2025-11-05 20:13:05.106992,2025-11-05 20:13:24.930555,0 days 00:00:19.823563,0.9390970377517815,3.486235463849686,0.024680545745157562,0,4,22,650,1.5926448563946556,6.503840698332961,1.1479471792342533,0.809139286022209,COMPLETE
270,0.8229999999999998,2025-11-05 20:13:25.688917,2025-11-05 20:13:44.832680,0 days 00:00:19.143763,0.6889175623693174,3.6206248333311475,0.02366555779368984,0,4,25,650,1.4493742263639728,1.7338531198501304,1.1167353189182543,0.7933465626656961,COMPLETE
271,0.8237500000000001,2025-11-05 20:13:45.611456,2025-11-05 20:14:06.915066,0 days 00:00:21.303610,0.8647851528518435,2.7759215409698306,0.0256025604539191,0,4,21,700,1.5377063907872854,1.3236311819111195,1.1025313022553944,0.8169067789751953,COMPLETE
272,0.822875,2025-11-05 20:14:07.684434,2025-11-05 20:14:25.798989,0 days 00:00:18.114555,0.9017560374674435,3.3289750462468444,0.03087453499077708,0,4,20,600,2.2791896142504884,1.5019245165949835,1.158494646129839,0.8029266643409138,COMPLETE
273,0.8237499999999999,2025-11-05 20:14:26.572577,2025-11-05 20:14:45.414524,0 days 00:00:18.841947,0.7797221275225473,3.181316751849472,0.029100559285322878,0,4,19,650,0.8958207922584791,1.229965782571698,1.1381649880486555,0.8556402292047793,COMPLETE
274,0.825375,2025-11-05 20:14:46.188749,2025-11-05 20:15:06.091372,0 days 00:00:19.902623,0.8964074177448618,2.9779149460105745,0.026700587783309564,0,4,23,650,1.2272048656037648,1.0726895615745327,1.1759195376305738,0.8234633255052867,COMPLETE
275,0.8238749999999999,2025-11-05 20:15:06.871497,2025-11-05 20:15:28.941102,0 days 00:00:22.069605,0.9147919709347269,2.5090575753887796,0.02264461874575483,0,4,21,700,1.0684551993390121,1.1510400539421366,1.124094399260944,0.8107118544172741,COMPLETE
276,0.8238749999999999,2025-11-05 20:15:29.708941,2025-11-05 20:15:49.885916,0 days 00:00:20.176975,0.9065172822749703,2.868310975594983,0.024190125715115734,0,4,18,650,1.3227281624965261,1.995528542437711,1.1505451448591346,0.8407894669267134,COMPLETE
277,0.8233750000000001,2025-11-05 20:15:50.662658,2025-11-05 20:16:12.341247,0 days 00:00:21.678589,0.9264457105661119,3.0547841513539344,0.025034231183257476,0,4,17,700,1.4028078426907202,1.640667177524573,1.132247352442481,0.829137810011121,COMPLETE
278,0.8247500000000001,2025-11-05 20:16:13.130107,2025-11-05 20:16:33.224622,0 days 00:00:20.094515,0.8793208057008116,3.2497361181045425,0.023109688196355182,0,4,20,650,1.5032081248788354,1.0050300849603298,1.1640083950912277,0.8164772224175442,COMPLETE
279,0.82575,2025-11-05 20:16:33.977861,2025-11-05 20:16:52.725984,0 days 00:00:18.748123,0.8934739670902602,3.42243730302296,0.02593420239540319,0,4,19,600,1.1460029221897936,1.3621949100647917,1.1423284042126314,0.6445885325340881,COMPLETE
280,0.8246249999999999,2025-11-05 20:16:53.495509,2025-11-05 20:17:12.102910,0 days 00:00:18.607401,0.8926409309833157,3.4026625101296326,0.026404581007494817,0,4,19,600,1.3636091616392172,1.333303280327986,1.142093173900064,0.8078850285358022,COMPLETE
281,0.8246249999999999,2025-11-05 20:17:12.883986,2025-11-05 20:17:30.568324,0 days 00:00:17.684338,0.8846115977786005,3.3039579675121526,0.0259589853876929,0,4,18,550,1.4373405147501723,1.3864483123030165,1.1102968243455034,0.8213225156129583,COMPLETE
282,0.826125,2025-11-05 20:17:31.337290,2025-11-05 20:17:53.837597,0 days 00:00:22.500307,0.8695284581807001,3.136942156307356,0.02796816801898678,0,4,19,700,1.2663689858469287,1.2487832620750452,1.1546217535982632,0.6633756946259306,COMPLETE
283,0.8247500000000001,2025-11-05 20:17:54.609386,2025-11-05 20:18:13.520399,0 days 00:00:18.911013,0.8639144232312952,3.1421033665619826,0.02821543117514743,0,4,19,600,1.229670012820605,1.495975124908521,1.131855365848641,0.6406624362969929,COMPLETE
284,0.8240000000000001,2025-11-05 20:18:14.302245,2025-11-05 20:18:36.676527,0 days 00:00:22.374282,0.8686976800656405,3.0735675819540877,0.02726873120586547,0,4,20,700,1.168916284445384,1.2607400249692355,1.151501683968869,0.6255579319779967,COMPLETE
285,0.8262499999999999,2025-11-05 20:18:37.456863,2025-11-05 20:18:59.176699,0 days 00:00:21.719836,0.8757689908037911,2.868277196711904,0.028632498213055437,0,4,28,700,1.2775929295495687,1.3783035721718102,1.1231176806726062,0.6470414862576165,COMPLETE
286,0.823625,2025-11-05 20:18:59.963307,2025-11-05 20:19:21.950218,0 days 00:00:21.986911,0.8767369349592408,2.639446103908514,0.029308807964966335,0,4,26,700,1.266728179880013,1.396805768799083,1.1180814779472603,0.6600684285760021,COMPLETE
287,0.8233749999999999,2025-11-05 20:19:22.750822,2025-11-05 20:19:44.884684,0 days 00:00:22.133862,0.8908089903703243,2.8140240151169884,0.0317646661481615,0,4,29,700,1.2749683503878777,1.5317061178027338,1.0940133285913423,0.6309723629079174,COMPLETE
288,0.8230000000000001,2025-11-05 20:19:45.657409,2025-11-05 20:20:03.234500,0 days 00:00:17.577091,0.8788341202603394,2.869564205934886,0.02797770186278007,0,4,19,550,1.3247839585573165,1.331413010240784,1.126506644063145,0.6402975449531862,COMPLETE
289,0.825,2025-11-05 20:20:03.999528,2025-11-05 20:20:22.529605,0 days 00:00:18.530077,0.8960035824137177,3.0463220275412355,0.029373352840979156,0,4,30,600,1.1893084874458721,1.4215101938494712,1.1462619988875122,0.6831694318833368,COMPLETE
290,0.8248749999999999,2025-11-05 20:20:23.309324,2025-11-05 20:20:44.865686,0 days 00:00:21.556362,0.8841090900320461,2.9231833040024164,0.02707988182627242,0,4,21,700,1.3044955264580689,1.5327903471990487,1.1091188910041236,0.6502860287262475,COMPLETE
291,0.8237499999999999,2025-11-05 20:20:45.634635,2025-11-05 20:21:06.517132,0 days 00:00:20.882497,0.907092546401648,2.954188507747819,0.028423987586030153,0,4,26,650,1.3515027605014724,1.2711561183134656,1.1379893675353703,0.650925852108352,COMPLETE
292,0.8215,2025-11-05 20:21:07.289510,2025-11-05 20:21:27.665363,0 days 00:00:20.375853,0.8967756518247576,3.174895963294675,0.02982036305305428,0,4,20,650,1.259048351492007,1.6834021359325455,1.1231091829919102,0.6458807978145182,PRUNED
293,0.8251250000000001,2025-11-05 20:21:28.438816,2025-11-05 20:21:47.672871,0 days 00:00:19.234055,0.8894020489643573,3.2419359338153613,0.02455163878552712,0,4,17,600,1.4017522066528287,1.448961249530487,1.1578042107152091,0.6596958679243269,COMPLETE
294,0.8233750000000001,2025-11-05 20:21:48.456772,2025-11-05 20:22:09.970130,0 days 00:00:21.513358,0.8726668893465199,3.1136544395424126,0.026180738813587054,0,4,28,700,1.3672286281423547,1.3342592998765588,1.1428847629947039,0.6771258915359715,COMPLETE
295,0.8238749999999999,2025-11-05 20:22:10.736354,2025-11-05 20:22:31.379109,0 days 00:00:20.642755,0.9091905086026923,3.4777989122195896,0.0275201936270757,0,4,19,650,1.2031431444044536,1.6053871167906353,1.1295847402939643,0.6432716039083866,COMPLETE
296,0.8227499999999999,2025-11-05 20:22:32.144618,2025-11-05 20:22:53.216903,0 days 00:00:21.072285,0.9424606900877835,2.714763020025957,0.025184722515615057,0,4,28,650,1.2916104553629175,1.2162743396346347,1.4301692889513606,0.6636381378655803,COMPLETE
297,0.8234999999999999,2025-11-05 20:22:53.965703,2025-11-05 20:23:15.170039,0 days 00:00:21.204336,0.900029214269208,2.9966301267474917,0.02420958092775638,0,4,27,700,1.4579745343753752,1.136989966934133,1.1001482117735777,0.8005661722560595,COMPLETE
298,0.8252500000000002,2025-11-05 20:23:15.944344,2025-11-05 20:23:36.645811,0 days 00:00:20.701467,0.9206162399426779,3.4097236181424893,0.02347401195176835,0,4,21,650,1.4070199616404606,1.4746408994697386,1.1571568878266358,0.634281286282312,COMPLETE
299,0.823625,2025-11-05 20:23:37.429173,2025-11-05 20:23:57.503135,0 days 00:00:20.073962,0.8814002716342638,3.6193262412690483,0.030139863547448933,0,4,20,700,1.9197241469359119,1.3473116079862097,1.1166405252860787,0.8120545478239845,COMPLETE
300,0.821875,2025-11-05 20:23:58.268896,2025-11-05 20:24:18.544523,0 days 00:00:20.275627,0.9320346544877374,3.206074687881499,0.026406584038710056,0,4,18,650,1.1381948983986512,27.58210867883664,1.0821770358457712,0.8043001861742174,COMPLETE
301,0.8241250000000001,2025-11-05 20:24:19.312781,2025-11-05 20:24:38.655183,0 days 00:00:19.342402,0.9088553949859385,3.3630750283345456,0.0255865119248974,0,4,20,600,1.3296192181536075,1.7709680641187484,1.142336660534326,0.7935747174050912,COMPLETE
302,0.8255000000000001,2025-11-05 20:24:39.428768,2025-11-05 20:25:00.969558,0 days 00:00:21.540790,0.8927570578225167,2.8274191681964815,0.023788456168995314,0,4,17,700,1.4744456530691024,1.5879698603905659,1.1679796867780303,0.8128017082092686,COMPLETE
303,0.8231249999999999,2025-11-05 20:25:01.733808,2025-11-05 20:25:22.114810,0 days 00:00:20.381002,0.9006031322855973,3.0913853721625855,0.022651645284497562,0,4,23,650,1.5394685366760836,1.175720086710779,1.1310512580422427,0.8030441568064463,COMPLETE
304,0.8227499999999999,2025-11-05 20:25:22.896330,2025-11-05 20:25:42.989899,0 days 00:00:20.093569,0.9159272240113343,2.9910024890747615,0.028858137174806734,0,4,21,650,1.2250581692394027,1.2661246706950702,1.1503357719892728,0.8129358979631377,COMPLETE
305,0.8245000000000001,2025-11-05 20:25:43.761598,2025-11-05 20:26:02.988640,0 days 00:00:19.227042,0.8691793861604288,3.530235643739398,0.027445593946461413,0,4,18,650,1.4159491617464486,1.3739266958118124,1.1105066420528056,0.8248685343999689,COMPLETE
306,0.8243750000000001,2025-11-05 20:26:03.770075,2025-11-05 20:26:25.557428,0 days 00:00:21.787353,0.8863715471172162,3.277994137420322,0.024697515102478664,0,4,19,700,1.3549915703388764,22.176512990647968,1.1230381034531303,0.6366749548195432,COMPLETE
307,0.8233750000000001,2025-11-05 20:26:26.346309,2025-11-05 20:26:46.730790,0 days 00:00:20.384481,0.9266765232878627,3.160350538167663,0.02657414507720206,0,4,22,650,0.9887649785252286,1.0001039470152495,1.0514427973261506,0.6491978332574821,COMPLETE
308,0.8246249999999999,2025-11-05 20:26:47.498894,2025-11-05 20:27:06.309592,0 days 00:00:18.810698,0.9035160788741153,3.349902350338941,0.02337751429885252,0,4,19,600,1.0757006869640067,1.4534157258509475,1.1605751998259948,0.8333186298641978,COMPLETE
309,0.8244999999999999,2025-11-05 20:27:07.093659,2025-11-05 20:27:28.919363,0 days 00:00:21.825704,0.9150920157054228,2.91198257778606,0.025264754062209082,0,4,18,700,1.574190817252862,1.087543156928675,1.1760121846907399,0.7966587436696292,COMPLETE
310,0.8243749999999999,2025-11-05 20:27:29.693691,2025-11-05 20:27:50.420668,0 days 00:00:20.726977,0.8539122958235024,3.054855231101506,0.022047721994561946,0,4,21,650,1.4704829393285068,1.6049887713376652,1.1361621466146357,0.8071511088452669,COMPLETE
311,0.8243750000000001,2025-11-05 20:27:51.216053,2025-11-05 20:28:11.591534,0 days 00:00:20.375481,0.8749574883105048,3.2287164354701066,0.02428529495477153,0,4,20,650,1.156056547766303,1.3011932640358594,1.1474818394798791,0.656034937124286,COMPLETE
312,0.8242499999999999,2025-11-05 20:28:12.368372,2025-11-05 20:28:33.407549,0 days 00:00:21.039177,0.8907885831744009,3.462241511804906,0.02778367271191767,0,4,17,700,1.2893420093572228,1.2304419311942696,1.3859579168222307,0.8179008763375424,COMPLETE
