number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_bin,params_max_depth,params_min_child_samples,params_min_child_weight,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,params_subsample_freq,user_attrs_mean_gap,user_attrs_mean_val_acc,user_attrs_std_val,state,mean_val_acc,mean_gap,std_val
144,0.8331999999999999,2025-11-08 15:01:08.417408,2025-11-08 15:01:14.020409,0 days 00:00:05.603001,0.5481386200955938,0.010002710471944013,256,3,33,0.021962262644842537,0.48575279066123944,1900,85,6.805291271124732e-07,4.990428559808122e-07,0.5905221527534595,3,0.026574999999999994,0.8331999999999999,0.004556314299957794,COMPLETE,0.8331999999999999,0.026574999999999994,0.004556314299957794
303,0.8331999999999999,2025-11-08 15:17:01.390928,2025-11-08 15:17:08.053927,0 days 00:00:06.662999,0.5371032826779429,0.010017699879215029,320,4,43,0.0144001699069276,0.5187982446441739,1700,150,0.054005303934292904,1.6020275530391045e-06,0.5640377309233007,3,0.039474999999999996,0.8331999999999999,0.0040693979898751755,COMPLETE,0.8331999999999999,0.039474999999999996,0.0040693979898751755
351,0.8331999999999999,2025-11-08 15:21:37.369912,2025-11-08 15:21:43.215479,0 days 00:00:05.845567,0.5616723954498511,0.011122255979858558,320,4,40,0.029309749778671075,0.7162572073241991,1700,98,1.3705640439427298e-06,2.7881459877120364e-07,0.5748865806730994,3,0.03807499999999999,0.8331999999999999,0.0026570660511172767,COMPLETE,0.8331999999999999,0.03807499999999999,0.0026570660511172767
210,0.8331999999999999,2025-11-08 15:07:57.588361,2025-11-08 15:08:03.112362,0 days 00:00:05.524001,0.5223802605979934,0.01108811746373679,384,3,32,0.02023152149121639,0.8196058931398235,1600,145,1.10946336969166e-07,3.141483324817224e-08,0.5768014902670768,3,0.02877500000000004,0.8331999999999999,0.004478839135311729,COMPLETE,0.8331999999999999,0.02877500000000004,0.004478839135311729
150,0.8331999999999999,2025-11-08 15:01:49.349409,2025-11-08 15:01:55.511410,0 days 00:00:06.162001,0.5428849281160228,0.01008225524960189,320,3,21,0.035423857742378446,0.4737201472380946,1700,83,3.1591415593451685e-07,2.2797970095235205e-07,0.5926821087868395,3,0.030349999999999988,0.8331999999999999,0.004190465367951389,COMPLETE,0.8331999999999999,0.030349999999999988,0.004190465367951389
319,0.8331000000000002,2025-11-08 15:18:31.270290,2025-11-08 15:18:36.984430,0 days 00:00:05.714140,0.5211185906592088,0.011832670648946036,384,3,39,0.07071014466027666,0.8071327772821932,1800,144,3.2529118666558476e-07,2.379291108474558e-08,0.5774185802293803,3,0.026025000000000055,0.8331000000000002,0.003903844259188614,COMPLETE,0.8331000000000002,0.026025000000000055,0.003903844259188614
277,0.8331,2025-11-08 15:14:38.835111,2025-11-08 15:14:43.803108,0 days 00:00:04.967997,0.531290796934112,0.011699538008081078,320,3,39,0.05571582274637052,0.8057704368033072,1700,132,7.466078178701861e-08,1.0380620143653351e-07,0.5695313912929222,3,0.02569999999999999,0.8331,0.0045321076774498875,COMPLETE,0.8331,0.02569999999999999,0.0045321076774498875
199,0.8331,2025-11-08 15:06:52.232920,2025-11-08 15:06:58.058919,0 days 00:00:05.825999,0.5008318373295391,0.012531237539864303,384,3,35,0.07368159273225598,0.8261321648492496,1700,148,7.522863680929584e-08,3.2986958289210787e-08,0.5618367180949466,3,0.0274,0.8331,0.0033823069050575557,COMPLETE,0.8331,0.0274,0.0033823069050575557
338,0.8331,2025-11-08 15:20:21.430626,2025-11-08 15:20:26.706683,0 days 00:00:05.276057,0.5422643240075404,0.013073948364378406,320,3,38,0.0736144443935039,0.7444156727924655,1700,145,1.0844086250639098e-07,1.0023209504401438e-06,0.5739854836519246,3,0.027650000000000043,0.8331,0.004199999999999999,COMPLETE,0.8331,0.027650000000000043,0.004199999999999999
348,0.8331,2025-11-08 15:21:20.631394,2025-11-08 15:21:26.180394,0 days 00:00:05.549000,0.5449849357431534,0.013408398470868508,384,3,36,0.07763256064350998,0.9580411024284268,1800,86,1.2494525163253953e-07,1.0397312561152239e-06,0.5665832919750435,3,0.02597499999999999,0.8331,0.003929376540877703,COMPLETE,0.8331,0.02597499999999999,0.003929376540877703
215,0.8331,2025-11-08 15:08:27.770550,2025-11-08 15:08:33.632547,0 days 00:00:05.861997,0.5258314588007394,0.010015334401957333,384,3,26,0.03954812373615508,0.747513866322518,1600,145,4.926991603685227e-08,5.789739566908209e-08,0.5787994642086,3,0.029075000000000028,0.8331,0.004673328578219172,COMPLETE,0.8331,0.029075000000000028,0.004673328578219172
182,0.8331,2025-11-08 15:05:04.858920,2025-11-08 15:05:10.396926,0 days 00:00:05.538006,0.5157998470674173,0.01062525177132137,384,3,38,0.04246260081151813,0.5067120885463706,1800,88,1.1409948466780307e-06,1.222885443641379e-07,0.5842544082616162,3,0.02682500000000001,0.8331,0.00351283361405006,COMPLETE,0.8331,0.02682500000000001,0.00351283361405006
114,0.833,2025-11-08 14:58:04.269272,2025-11-08 14:58:07.273272,0 days 00:00:03.004000,0.5130665637841384,0.013438281630531292,192,4,49,0.11176129781928264,0.2511396516837092,1700,59,0.0009152914588000319,0.007649554281639548,0.5341312230356154,5,,,,PRUNED,,,
362,0.833,2025-11-08 15:22:41.594555,2025-11-08 15:22:42.578555,0 days 00:00:00.984000,0.5538219732832917,0.10706137250035923,384,3,38,0.019955941275310606,0.5862547591862065,1900,150,1.0260611429353097e-06,2.551206856820685e-08,0.6021424569373303,3,,,,PRUNED,,,
101,0.833,2025-11-08 14:56:25.106275,2025-11-08 14:56:28.746273,0 days 00:00:03.639998,0.6104901559768878,0.010043137337879201,192,6,51,0.07955062836151813,0.08468571707257384,1900,47,4.985585732669167e-05,0.030715461839962276,0.5016358847742003,5,,,,PRUNED,,,
284,0.833,2025-11-08 15:15:19.019928,2025-11-08 15:15:25.003928,0 days 00:00:05.984000,0.5088991052900117,0.01087688826194773,320,3,39,0.028145134788154544,0.65724419119805,1700,147,9.257926921201217e-08,3.261596826373597e-06,0.7335148616820323,3,0.027099999999999968,0.833,0.0037148351242013633,COMPLETE,0.833,0.027099999999999968,0.0037148351242013633
259,0.833,2025-11-08 15:12:51.801587,2025-11-08 15:12:57.837588,0 days 00:00:06.036001,0.5502492211009835,0.012569531299177898,384,3,31,0.06123834507664003,0.6894079085838406,1700,147,2.750748030574181e-07,5.872463468577569e-08,0.5691929222258919,3,0.02987500000000005,0.833,0.0045166359162544896,COMPLETE,0.833,0.02987500000000005,0.0045166359162544896
221,0.833,2025-11-08 15:09:07.614549,2025-11-08 15:09:10.982548,0 days 00:00:03.367999,0.5291525956113741,0.010674271253176465,384,3,37,0.06918800924733962,0.7498449062252214,1700,146,4.765635208926153e-08,7.640956040460581e-08,0.581496435869225,3,,,,PRUNED,,,
238,0.833,2025-11-08 15:10:47.773569,2025-11-08 15:10:53.312566,0 days 00:00:05.538997,0.5415701500508991,0.011408120650903653,384,3,32,0.026894104490604077,0.8139217621186177,1700,150,4.5375678629398856e-07,3.6257778180461296e-07,0.5720299052696041,3,0.03005,0.833,0.00309838667696594,COMPLETE,0.833,0.03005,0.00309838667696594
262,0.833,2025-11-08 15:13:06.693587,2025-11-08 15:13:13.093588,0 days 00:00:06.400001,0.5097597429778478,0.010008049846200988,320,3,26,0.026934107433087447,0.5972301917252709,1900,145,2.173435066807324e-07,7.616017704863504e-06,0.5747859711718885,3,0.03169999999999997,0.833,0.004494441010848841,COMPLETE,0.833,0.03169999999999997,0.004494441010848841
310,0.833,2025-11-08 15:17:45.523180,2025-11-08 15:17:49.182192,0 days 00:00:03.659012,0.5198997297926821,0.010976003321516149,384,3,38,0.15109219970463375,0.6990195471600591,1600,81,3.89774838104631e-07,1.2712228173443344e-06,0.5870407220898625,3,,,,PRUNED,,,
316,0.833,2025-11-08 15:18:16.724191,2025-11-08 15:18:21.770263,0 days 00:00:05.046072,0.5343524150379202,0.012354346036094765,384,3,38,0.06046928548866308,0.8844161151764915,1700,145,6.255874108659962e-07,1.7038016951025168e-06,0.5668796555545821,3,0.027200000000000047,0.833,0.0046151923036857586,COMPLETE,0.833,0.027200000000000047,0.0046151923036857586
181,0.833,2025-11-08 15:04:59.424918,2025-11-08 15:05:04.074921,0 days 00:00:04.650003,0.5572573249337942,0.011286237457248646,384,10,39,0.03279805276724386,0.5796273022523897,1000,91,1.6983838324626563e-06,3.185226626464988e-07,0.578804632248406,3,,,,PRUNED,,,
398,0.833,2025-11-08 15:26:09.500423,2025-11-08 15:26:15.066512,0 days 00:00:05.566089,0.5498145690371394,0.011308292478766952,384,3,27,0.025192770672906227,0.5391007492750997,1800,76,2.332383316507218e-06,2.614531568274322e-07,0.5673208115766596,3,0.02915000000000001,0.833,0.004527692569068713,COMPLETE,0.833,0.02915000000000001,0.004527692569068713
376,0.8329000000000001,2025-11-08 15:23:55.894887,2025-11-08 15:24:01.483401,0 days 00:00:05.588514,0.5280854937447188,0.011375607644206922,384,3,33,0.05025525196730607,0.7749402030285479,1800,129,7.720102387273408e-08,1.1257621900357183e-07,0.5875968507877017,3,0.028800000000000027,0.8329000000000001,0.0037202150475476657,COMPLETE,0.8329000000000001,0.028800000000000027,0.0037202150475476657
309,0.8329000000000001,2025-11-08 15:17:38.793180,2025-11-08 15:17:44.683181,0 days 00:00:05.890001,0.5315006861543903,0.01209093675195482,384,3,35,0.083641865201224,0.5319780166696464,1700,141,0.0027709831250553683,7.641815470405061e-07,0.6001373014626985,3,0.029700000000000015,0.8329000000000001,0.003277193921634814,COMPLETE,0.8329000000000001,0.029700000000000015,0.003277193921634814
324,0.8329000000000001,2025-11-08 15:18:58.775468,2025-11-08 15:19:04.875470,0 days 00:00:06.100002,0.5023587833717066,0.012026763074810567,384,3,42,0.029658137150608554,0.7068746397759911,1600,93,0.017681126188835248,1.2516980568792163e-07,0.5803896018341569,3,0.026974999999999992,0.8329000000000001,0.0035972211497209802,COMPLETE,0.8329000000000001,0.026974999999999992,0.0035972211497209802
193,0.8329000000000001,2025-11-08 15:06:15.442921,2025-11-08 15:06:20.866920,0 days 00:00:05.423999,0.5129933412300715,0.011723793419502766,384,3,33,0.045983618543283734,0.7000290328384954,1800,150,8.566899898073569e-08,1.1985994200147194e-08,0.5768525143916635,3,0.029075000000000052,0.8329000000000001,0.004152107898405352,COMPLETE,0.8329000000000001,0.029075000000000052,0.004152107898405352
211,0.8329000000000001,2025-11-08 15:08:03.893361,2025-11-08 15:08:08.829363,0 days 00:00:04.936002,0.5201541637338002,0.012048802539300527,384,3,32,0.02515068463945444,0.8683791711587012,1600,144,8.43091501918909e-08,2.7564323934499063e-08,0.5742932916573238,3,0.028749999999999987,0.8329000000000001,0.0038392707640905223,COMPLETE,0.8329000000000001,0.028749999999999987,0.0038392707640905223
154,0.8329000000000001,2025-11-08 15:02:11.361413,2025-11-08 15:02:17.047413,0 days 00:00:05.686000,0.5473827454748355,0.010020482567743946,320,3,36,0.04607481288377736,0.48681763427695207,1700,83,5.43542272114959e-07,5.372302525957067e-07,0.6070209508423605,3,0.02727500000000005,0.8329000000000001,0.0039293765408776994,COMPLETE,0.8329000000000001,0.02727500000000005,0.0039293765408776994
290,0.8329000000000001,2025-11-08 15:15:49.659927,2025-11-08 15:15:55.314928,0 days 00:00:05.655001,0.5493789527162071,0.010945394135045024,320,3,35,0.03767783292525741,0.5415878476922533,1800,142,2.2686076116656875e-07,1.1461889596884123e-06,0.5561322961781295,3,0.02922499999999999,0.8329000000000001,0.0038910152916687385,COMPLETE,0.8329000000000001,0.02922499999999999,0.0038910152916687385
386,0.8328999999999999,2025-11-08 15:24:59.163568,2025-11-08 15:25:04.712570,0 days 00:00:05.549002,0.5479972249390005,0.011300709964676518,384,3,43,0.019888966951790505,0.4994652988871386,1700,79,5.764523923518061e-07,1.4548067652130493e-08,0.5758558064682743,3,0.027575000000000016,0.8328999999999999,0.0032155870381626902,COMPLETE,0.8328999999999999,0.027575000000000016,0.0032155870381626902
192,0.8328999999999999,2025-11-08 15:06:08.298918,2025-11-08 15:06:14.652920,0 days 00:00:06.354002,0.5163979736793229,0.011468454551151546,384,3,33,0.03779913787690854,0.6442403115943722,1800,89,2.2987197843199676e-07,1.7489002953873017e-08,0.580681502243504,3,0.028125,0.8328999999999999,0.0033823069050575574,COMPLETE,0.8328999999999999,0.028125,0.0033823069050575574
187,0.8328999999999999,2025-11-08 15:05:36.913919,2025-11-08 15:05:42.499919,0 days 00:00:05.586000,0.5193107018585147,0.011439028068555962,384,3,36,0.04565748860679892,0.5533265831601468,1800,87,1.7498343757041594e-07,1.3314996550845921e-08,0.5716517840393711,3,0.029675000000000007,0.8328999999999999,0.00442040722106009,COMPLETE,0.8328999999999999,0.029675000000000007,0.00442040722106009
332,0.8328999999999999,2025-11-08 15:19:42.878035,2025-11-08 15:19:48.483547,0 days 00:00:05.605512,0.5200988744317794,0.010979039437891587,320,3,41,0.0328813134320324,0.45701771420065557,1600,76,0.058997633865002765,9.029486531677443e-08,0.5816314817834102,3,0.02832499999999998,0.8328999999999999,0.0034985711369071833,COMPLETE,0.8328999999999999,0.02832499999999998,0.0034985711369071833
96,0.8328999999999999,2025-11-08 14:55:47.596270,2025-11-08 14:55:54.433270,0 days 00:00:06.837000,0.5834221002758007,0.010341637323608882,192,5,42,0.0657594722102234,0.09202228811449115,1900,49,3.919135647201117e-05,0.014096834540775493,0.501436437605473,3,0.05362500000000001,0.8328999999999999,0.0060613529842766835,COMPLETE,0.8328999999999999,0.05362500000000001,0.0060613529842766835
227,0.8328999999999999,2025-11-08 15:09:42.214566,2025-11-08 15:09:47.336566,0 days 00:00:05.122000,0.5521817739840164,0.011531892318907853,384,3,38,0.058824113251483255,0.7221574574598232,1600,137,2.918072766417464e-07,1.3812551693447305e-07,0.5717817794204546,3,0.02762500000000001,0.8328999999999999,0.0020099751242241663,COMPLETE,0.8328999999999999,0.02762500000000001,0.0020099751242241663
383,0.8328,2025-11-08 15:24:39.476527,2025-11-08 15:24:44.566527,0 days 00:00:05.090000,0.5194211459224264,0.011030598898063296,320,3,40,0.029438858918825053,0.6000996824964765,1800,84,7.547839124711324e-07,3.0865225026872884e-07,0.5681646882554918,3,0.025249999999999974,0.8328,0.0033105890714493586,COMPLETE,0.8328,0.025249999999999974,0.0033105890714493586
393,0.8328,2025-11-08 15:25:39.026884,2025-11-08 15:25:44.960914,0 days 00:00:05.934030,0.5247372246479085,0.010476483138765324,384,3,40,0.04245392954793897,0.7273182076160898,1700,93,1.6972349807068368e-07,4.953087664600585e-08,0.5772113167845708,3,0.02805000000000002,0.8328,0.005353503525729687,COMPLETE,0.8328,0.02805000000000002,0.005353503525729687
148,0.8328,2025-11-08 15:01:35.926408,2025-11-08 15:01:41.924408,0 days 00:00:05.998000,0.567947415323407,0.011059653357260845,320,3,37,0.03584877338886479,0.5545163077251188,1800,84,8.167462335895509e-07,2.08162258987585e-07,0.5867634928483435,3,0.029850000000000022,0.8328,0.0030430248109405665,COMPLETE,0.8328,0.029850000000000022,0.0030430248109405665
176,0.8328,2025-11-08 15:04:27.653919,2025-11-08 15:04:33.063918,0 days 00:00:05.409999,0.576970617994197,0.010655667180346374,384,3,39,0.04397917689646974,0.5683076742973067,1800,83,1.6271831306241452e-06,1.8629248736885415e-08,0.5962648446011476,3,0.026575000000000015,0.8328,0.00394461658466321,COMPLETE,0.8328,0.026575000000000015,0.00394461658466321
71,0.8328,2025-11-08 14:53:12.063856,2025-11-08 14:53:18.741266,0 days 00:00:06.677410,0.5031792340589728,0.014012710878646849,192,5,59,0.06999308577507059,0.22032664294217683,1400,54,7.473160185942861e-06,0.0003852477130309316,0.8623619681885208,3,0.05972500000000001,0.8328,0.0032341923257592606,COMPLETE,0.8328,0.05972500000000001,0.0032341923257592606
226,0.8328,2025-11-08 15:09:36.302566,2025-11-08 15:09:41.426566,0 days 00:00:05.124000,0.5355151156861568,0.010934802836179572,384,3,38,0.10069003579455736,0.6902923495224703,1800,139,3.523060530203369e-07,1.023446215772079e-06,0.5840315479479236,3,0.02622500000000001,0.8328,0.003586084215408229,COMPLETE,0.8328,0.02622500000000001,0.003586084215408229
366,0.8328,2025-11-08 15:22:58.020089,2025-11-08 15:23:03.659083,0 days 00:00:05.638994,0.5336646892179776,0.012036780510870532,448,3,28,0.11253857849040108,0.7302658912550968,1600,142,5.059438689297638e-08,2.7234227670967725e-07,0.5557659765578006,3,0.027750000000000007,0.8328,0.004610856753359409,COMPLETE,0.8328,0.027750000000000007,0.004610856753359409
339,0.8328,2025-11-08 15:20:27.501681,2025-11-08 15:20:32.054683,0 days 00:00:04.553002,0.56809764642995,0.014320098148047005,448,3,44,0.06540026496737056,0.7225095105775273,1700,90,1.623776752266716e-07,6.36126483365272e-08,0.5599309258533344,3,0.027900000000000015,0.8328,0.0036138621999185286,COMPLETE,0.8328,0.027900000000000015,0.0036138621999185286
91,0.8328,2025-11-08 14:55:14.398523,2025-11-08 14:55:20.595039,0 days 00:00:06.196516,0.594472521788266,0.012320734897024576,128,5,48,0.034821938151471575,0.2170167143693843,1900,81,1.0664008201691434e-07,0.004291332578916819,0.5682047098507197,3,0.051675000000000026,0.8328,0.00598832196863195,COMPLETE,0.8328,0.051675000000000026,0.00598832196863195
275,0.8328,2025-11-08 15:14:27.019112,2025-11-08 15:14:32.969114,0 days 00:00:05.950002,0.5582239563733061,0.011120889870822647,320,3,43,0.04497310561760098,0.7404361933313607,1700,143,0.010870882690713382,2.2013312532904525e-07,0.5674886521191518,3,0.02497499999999999,0.8328,0.0038026306683663163,COMPLETE,0.8328,0.02497499999999999,0.0038026306683663163
204,0.8328,2025-11-08 15:07:19.408974,2025-11-08 15:07:25.125975,0 days 00:00:05.717001,0.5004763487548407,0.010672245847482052,384,3,35,0.0797270533163337,0.9001728797372355,1700,142,5.716728111518852e-08,1.0293642135976787e-07,0.6007047922094618,3,0.02829999999999997,0.8328,0.003429285639896471,COMPLETE,0.8328,0.02829999999999997,0.003429285639896471
213,0.8328,2025-11-08 15:08:15.802362,2025-11-08 15:08:20.999360,0 days 00:00:05.196998,0.5428772952993282,0.011019831463623194,384,3,35,0.014435778280334877,0.8161679946789852,1800,147,5.047798693800194e-07,1.0283369070062676e-08,0.5661305623083962,3,0.026175000000000014,0.8328,0.005836094584565965,COMPLETE,0.8328,0.026175000000000014,0.005836094584565965
194,0.8328,2025-11-08 15:06:21.663919,2025-11-08 15:06:27.242921,0 days 00:00:05.579002,0.5101632822313339,0.011601828521103153,384,3,29,0.04420559601129372,0.7328015676209056,1800,128,7.026921824433636e-08,1.156391697090531e-08,0.5767001901421676,3,0.03035000000000001,0.8328,0.0035580893749314244,COMPLETE,0.8328,0.03035000000000001,0.0035580893749314244
369,0.8327,2025-11-08 15:23:16.300765,2025-11-08 15:23:22.084790,0 days 00:00:05.784025,0.5100290069334948,0.01000114340628489,320,3,41,0.059594047027542146,0.5347184855965723,1700,145,2.526981755941381e-07,6.67328316268605e-08,0.5726421058407898,3,0.026324999999999998,0.8327,0.004760252094164776,COMPLETE,0.8327,0.026324999999999998,0.004760252094164776
236,0.8327,2025-11-08 15:10:35.084567,2025-11-08 15:10:40.864566,0 days 00:00:05.779999,0.5521315407754152,0.010466661224856028,384,3,33,0.031776750945093656,0.8822170767522667,1800,141,2.1692127751021092e-07,5.48238008536023e-07,0.5897772299462547,3,0.02915000000000001,0.8327,0.004081666326391699,COMPLETE,0.8327,0.02915000000000001,0.004081666326391699
203,0.8327,2025-11-08 15:07:13.276981,2025-11-08 15:07:18.617979,0 days 00:00:05.340998,0.5365730868960787,0.012258619612228716,384,3,34,0.09813906099031292,0.5195456232006992,1700,150,1.309333899126529e-07,5.3565930971740876e-08,0.5799697135818819,3,0.030525000000000004,0.8327,0.0029427877939124363,COMPLETE,0.8327,0.030525000000000004,0.0029427877939124363
145,0.8327,2025-11-08 15:01:14.813408,2025-11-08 15:01:21.334411,0 days 00:00:06.521003,0.5469413592216567,0.01010614775861437,256,3,37,0.023177695444491372,0.4743369234415188,1900,78,8.364336890211126e-07,4.614517346962314e-07,0.6233072608502762,3,0.0284,0.8327,0.003586084215408223,COMPLETE,0.8327,0.0284,0.003586084215408223
156,0.8327,2025-11-08 15:02:24.021408,2025-11-08 15:02:31.292421,0 days 00:00:07.271013,0.5333050550830241,0.010086236758554731,320,3,40,0.03296583543539851,0.4744817693246929,1700,94,3.5815277953565885e-07,1.6557197784705737e-07,0.6402448432826197,3,0.028200000000000024,0.8327,0.005153639490690071,COMPLETE,0.8327,0.028200000000000024,0.005153639490690071
341,0.8326,2025-11-08 15:20:35.488701,2025-11-08 15:20:41.144701,0 days 00:00:05.656000,0.5114207547925987,0.010983835191306324,384,4,32,0.14359295137046824,0.5644093621128148,1700,82,0.0006262471365355088,6.893116522819933e-07,0.5691130242777143,3,0.04115,0.8326,0.0033075670817082677,COMPLETE,0.8326,0.04115,0.0033075670817082677
377,0.8326,2025-11-08 15:24:02.283401,2025-11-08 15:24:07.934432,0 days 00:00:05.651031,0.5392958328149849,0.010570476913781308,320,3,37,0.0903497145405302,0.7198867807743228,1700,143,4.6764586259225635e-07,9.266454255590957e-07,0.541421732110854,3,0.02889999999999999,0.8326,0.0037202150475476774,COMPLETE,0.8326,0.02889999999999999,0.0037202150475476774
43,0.8326,2025-11-08 14:50:33.055476,2025-11-08 14:50:37.882715,0 days 00:00:04.827239,0.5714173021068254,0.015281442366004552,384,3,55,0.002092577157619372,0.3582120230631419,1400,92,1.1208500573676713e-06,1.9001800310110978e-05,0.6393578471840907,2,0.02729999999999999,0.8326,0.004630334761116076,COMPLETE,0.8326,0.02729999999999999,0.004630334761116076
230,0.8326,2025-11-08 15:10:00.106567,2025-11-08 15:10:05.221574,0 days 00:00:05.115007,0.5207170467758782,0.011368946575230738,384,3,39,0.055380156125255785,0.5186583618793282,1700,135,7.015037303426457e-07,2.411226725607154e-07,0.5719716793947204,3,0.027125,0.8326,0.004270831300812519,COMPLETE,0.8326,0.027125,0.004270831300812519
241,0.8326,2025-11-08 15:11:03.727566,2025-11-08 15:11:09.302566,0 days 00:00:05.575000,0.5237784922314499,0.01049523619657945,384,3,37,0.04300659775394951,0.5756366626085714,1700,117,1.3674565393314733e-06,1.7714033663248278e-06,0.5793613231891086,3,0.02755000000000001,0.8326,0.002745906043549194,COMPLETE,0.8326,0.02755000000000001,0.002745906043549194
70,0.8326,2025-11-08 14:53:04.405656,2025-11-08 14:53:11.277341,0 days 00:00:06.871685,0.5046510051220239,0.014031587140671676,192,5,47,0.06286371592526638,0.22685516061723796,1400,58,7.4909434509141124e-06,0.00032589938662979214,0.8198239255747202,3,0.05942499999999997,0.8326,0.0029393876913398186,COMPLETE,0.8326,0.05942499999999997,0.0029393876913398186
125,0.8326,2025-11-08 14:59:13.315480,2025-11-08 14:59:19.132479,0 days 00:00:05.816999,0.5379833998909733,0.013491488736208828,192,4,43,0.5134790004447765,0.19828484709357252,1900,72,6.768032238651244e-05,0.0012657276250817636,0.5618171830172304,3,0.03985000000000001,0.8326,0.0024166091947189286,COMPLETE,0.8326,0.03985000000000001,0.0024166091947189286
160,0.8326,2025-11-08 15:02:47.877408,2025-11-08 15:02:53.401414,0 days 00:00:05.524006,0.5630691525038503,0.010106687595786572,320,3,41,0.03310258397902475,0.5114867103092704,1600,97,8.413757526618525e-07,7.648622950112277e-08,0.5889795354547397,3,0.027200000000000023,0.8326,0.0040669398815325756,COMPLETE,0.8326,0.027200000000000023,0.0040669398815325756
205,0.8326,2025-11-08 15:07:25.911975,2025-11-08 15:07:31.565976,0 days 00:00:05.654001,0.5282290147655452,0.010613112048634434,384,3,32,0.058349184418205594,0.7114033521507929,1700,146,2.539430040136448e-07,2.125308621281978e-08,0.5592173207505627,3,0.02715000000000003,0.8326,0.005033885179461283,COMPLETE,0.8326,0.02715000000000003,0.005033885179461283
285,0.8325999999999999,2025-11-08 15:15:25.797927,2025-11-08 15:15:30.903929,0 days 00:00:05.106002,0.545559259620979,0.011773279113791906,448,3,40,0.020247904436235357,0.6231764851064652,1700,146,3.9257219482743994e-08,2.057999377386075e-06,0.5717828364673142,3,0.026049999999999997,0.8325999999999999,0.003152776554086895,COMPLETE,0.8325999999999999,0.026049999999999997,0.003152776554086895
189,0.8325000000000001,2025-11-08 15:05:49.359918,2025-11-08 15:05:54.796919,0 days 00:00:05.437001,0.5175391547932614,0.012369944388631772,384,3,27,0.05115651934181685,0.5453726915106122,1800,87,1.871540142789087e-07,1.0539618433402755e-08,0.5726423217524078,3,0.03235000000000001,0.8325000000000001,0.003178049716414144,COMPLETE,0.8325000000000001,0.03235000000000001,0.003178049716414144
153,0.8325,2025-11-08 15:02:08.983409,2025-11-08 15:02:10.572411,0 days 00:00:01.589002,0.5329910042956418,0.034854655978907925,320,3,39,0.03584286230642201,0.6063677133139987,1700,89,5.160087227305394e-07,2.2685801850270258e-07,0.5933502099935088,3,,,,PRUNED,,,
276,0.8325,2025-11-08 15:14:33.766109,2025-11-08 15:14:38.034110,0 days 00:00:04.268001,0.540211226850558,0.012924377251760426,320,9,37,0.029842999824084032,0.6850295315046617,1800,142,4.229565598310152e-08,1.4998718709940493e-08,0.5555855465495821,3,,,,PRUNED,,,
274,0.8325,2025-11-08 15:14:21.812108,2025-11-08 15:14:26.227108,0 days 00:00:04.415000,0.5387724388134006,0.010597955576308375,320,8,38,0.016910225103921435,0.7159492668503232,1700,139,6.834503140968252e-08,8.635451742214072e-08,0.5499005919514638,3,,,,PRUNED,,,
79,0.8325,2025-11-08 14:54:11.586567,2025-11-08 14:54:15.433976,0 days 00:00:03.847409,0.6323238758338506,0.015985727801378243,128,12,13,0.09170784098866099,0.5154086898402757,1500,82,8.424478060412633e-07,2.8006843598914525e-05,0.7853991354193104,4,,,,PRUNED,,,
368,0.8324999999999999,2025-11-08 15:23:09.602249,2025-11-08 15:23:15.498765,0 days 00:00:05.896516,0.543595519689864,0.010438608645354244,320,3,34,0.038769277975842543,0.7640894236200869,1700,133,5.929292058991015e-07,2.1151101859648816e-08,0.6193230957517672,3,0.02895000000000001,0.8324999999999999,0.003885871845545096,COMPLETE,0.8324999999999999,0.02895000000000001,0.003885871845545096
247,0.8324999999999999,2025-11-08 15:11:34.268568,2025-11-08 15:11:39.536569,0 days 00:00:05.268001,0.5373346714690559,0.011216308651630768,384,3,31,0.03182725975271842,0.7256316567986273,1700,147,1.1531696576277509e-07,2.712904461389411e-06,0.5653788717358144,3,0.02809999999999997,0.8324999999999999,0.004324349662087957,COMPLETE,0.8324999999999999,0.02809999999999997,0.004324349662087957
315,0.8324999999999999,2025-11-08 15:18:10.203197,2025-11-08 15:18:15.932193,0 days 00:00:05.728996,0.5233208830531367,0.011323770796857813,384,3,36,0.12278361876243549,0.7564252462142134,1700,83,1.1466185481766786e-07,5.4083244146348864e-08,0.6087705730194688,3,0.027500000000000035,0.8324999999999999,0.004358898943540662,COMPLETE,0.8324999999999999,0.027500000000000035,0.004358898943540662
298,0.8324999999999999,2025-11-08 15:16:31.017927,2025-11-08 15:16:36.707931,0 days 00:00:05.690004,0.5349564077085788,0.010051806351786798,320,3,44,0.07673939549076941,0.5013581387907278,1700,140,0.0046726369427772495,1.249615577604489e-06,0.5790108999247064,3,0.026500000000000058,0.8324999999999999,0.004335896677735761,COMPLETE,0.8324999999999999,0.026500000000000058,0.004335896677735761
99,0.8324999999999999,2025-11-08 14:56:09.753787,2025-11-08 14:56:16.311786,0 days 00:00:06.557999,0.5388054849375491,0.01125605715962165,192,5,47,0.06877077054388422,0.041923343459595815,1800,62,8.437521690268003e-05,0.0321955252874585,0.512746565205322,5,0.05052500000000002,0.8324999999999999,0.0024083189157584613,COMPLETE,0.8324999999999999,0.05052500000000002,0.0024083189157584613
